path,title,role,current_entry,modified_before_review,bytes_before_review,sha256_before_review,inspection
AGENTS.md,Codex向け研究コンテキスト,living_guide_or_template,docs/research_status.md,2026-06-12T11:47:08,5599,4b12d641ef469087dded57552baba9722ed28c75e87db607116d6c9df82621a6,text indexed; topic and superseding sources reviewed
README.md,研究ワークスペース,living_guide_or_template,docs/research_status.md,2026-09-14T11:33:01,4192,c6885403b9d3e1ae831d7c104b85fc1d6c899a9b0f2c544b4a792b199f9889de,text indexed; topic and superseding sources reviewed
code/README.md,code フォルダの見方,living_guide_or_template,docs/research_status.md,2026-05-21T19:39:33,1655,2352d0a7a4383942c3209886494d9c889f2970299ac6e074a60e1e6d421fc62d,text indexed; topic and superseding sources reviewed
code/trush_box/README.md,trush_box の扱い,living_guide_or_template,docs/research_status.md,2026-05-21T19:39:33,716,759c7b036a65ae3b2e3d4d3500df3a5ec27e3551d7bf1c9645418d6378109e43,text indexed; topic and superseding sources reviewed
configs/README.md,configs,living_guide_or_template,docs/research_status.md,2026-09-03T12:04:00,1067,ce6e2ae58d8c0a107babaf5dacc4280bc0ef90296a7cb6179027e9132bfac749,text indexed; topic and superseding sources reviewed
docs/code_map.md,コード地図,living_guide_or_template,docs/research_status.md,2026-09-14T18:20:47,9254,8cc63aa7e486bb9d34bb850539f696584193f186ca1d423425a8cf4cd2017a36,text indexed; topic and superseding sources reviewed
docs/data_inventory.md,データ索引,living_guide_or_template,docs/research_status.md,2026-09-03T12:07:59,4685,9769394d22b4415d25fdd8fd433bcae778493664d3982963ee8fc795c095832e,text indexed; topic and superseding sources reviewed
docs/experiment_result_naming.md,Experiment Result Folder Naming,living_guide_or_template,docs/research_status.md,2026-06-17T17:14:01,1977,dea1b1ef448f7898d28e55a9b446ccd1d156ed542f98317aa40016bcea6f5a4b,text indexed; topic and superseding sources reviewed
docs/naming_rules.md,ファイル名・フォルダ名のゆるいルール,living_guide_or_template,docs/research_status.md,2026-05-21T19:39:06,1728,7c26ee8619fe1b2bbfa04394c8f09b559fb568fa630dcf16db426ba67330e2e4,text indexed; topic and superseding sources reviewed
docs/progress_index.md,研究進捗索引,living_guide_or_template,docs/research_status.md,2026-09-14T17:52:15,13813,d71626e493913d987dc800316b32382b00a4f7c49a34f4bc9f53610bdf2e313b,text indexed; topic and superseding sources reviewed
docs/repository_management.md,リポジトリ管理方針,living_guide_or_template,docs/research_status.md,2026-09-03T12:03:32,3754,bc01e938eb642bad1636710f6a741eb4739cb8a6ef46ad51d01f0739957d3079,text indexed; topic and superseding sources reviewed
docs/research_context.md,研究コンテキスト,living_guide_or_template,docs/research_status.md,2026-09-14T17:52:14,8115,e8ed04e37cd698ca3b2280a1612b78e7c6481692bf7b6da8b9dd3596cc933f2e,text indexed; topic and superseding sources reviewed
docs/storage_cleanup_2026-06-22.md,2026-06-22 storage cleanup,living_guide_or_template,docs/research_status.md,2026-06-22T17:02:57,2946,a9fc7a181665a51cc217074e8e812c9bdb757e107a03ff15c2986aa5ab6c6688,text indexed; topic and superseding sources reviewed
docs/notes/data_notes.md,データ整理メモ,living_guide_or_template,docs/research_status.md,2026-05-29T17:56:50,1267,7aa19cd79900ebbff26445d501b8d572115fe1d2d511f71bee5256d3580a09f1,text indexed; topic and superseding sources reviewed
docs/notes/experiment_log.md,実験・解析ログ,living_guide_or_template,docs/research_status.md,2026-09-03T12:03:33,2218,2b670a6e303623717869e3c451ab1beb6138f42487f471dad0d0c9ae1ff271cf,text indexed; topic and superseding sources reviewed
docs/notes/model_notes.md,モデル整理メモ,living_guide_or_template,docs/research_status.md,2026-05-29T17:56:50,2708,647edb6f0c7b35015c3e421433a6335ca27402eb528e7291f086cbdce254dff4,text indexed; topic and superseding sources reviewed
